gass,Vi lager mat på en gasskomfyr.
kull,Kull brukes fortsatt til oppvarming.
sement,Sement er en viktig del av betong.
betong,Bygningen er konstruert av betong.
granitt,Benkeplaten er av polert granitt.
marmor,Gulvet er belagt med hvit marmor.
kalk,Kalk brukes for å nøytralisere sur jord.
messing,Dørhåndtaket er laget av skinnende messing.
bronse,Statuen er støpt i bronse.
gull,Ringen er laget av rent gull.
sølv,Sølv er mindre verdifullt enn gull.
harpiks,Harpiks brukes i noen limtyper.
fiber,Dette stoffet har lange fiber.
polymer,Polymerer er store molekyler.
akryl,Genseren er strikket i akryl.
keramikk,Vasen er laget av vakker keramikk.
porselen,De spiser av fint porselen.
vinyl,Gulvet i gangen har et vinylbelegg.
lin,Duken er laget av lin.
linoleum,Linoleum er et slitesterkt gulvbelegg.
asbest,Asbest er nå et forbudt materiale.
sementblanding,Vi trenger mer sementblanding til muren.
sementmørtel,Bruk sementmørtel for å feste mursteinene.
blanding,Saften er en blanding av ulike frukter.
materiale,Hvilket materiale er denne skjorten laget av?
substans,Vann er en kjemisk substans.
kjemikalie,Forskeren testet det nye kjemikaliet.
lik,Disse to eplene er helt like.
samme,De har på seg den samme genseren.
ulik,Fargene er veldig ulike.
mer,Vil du ha mer kaffe?
mindre,Jeg ønsker meg mindre stress.
høyere,Fjellet er høyere enn vi trodde.
lavere,Temperaturen var lavere i dag.
fortere,Han løp fortere enn alle andre.
tregere,Skilpadden beveger seg tregere enn haren.
bedre,Denne kaken smaker bedre.
verre,Situasjonen er blitt verre.
best,Hun er den beste studenten.
dårligst,Det laget spilte dårligst.
sterkest,Han er sterkest i klassen.
svakest,Batteriet er svakest nå.
lignende,De har lignende interesser.
forskjellig,Vi har forskjellig mening om saken.
identisk,Kopi-en er identisk med originalen.
sammenlignet,Han er høyere sammenlignet med broren.
analog,Dette problemet har en analog løsning.
parallell,De to linjene er parallelle.
kontrast,Det er en skarp kontrast mellom fargene.
ulikhet,Vi må redusere sosial ulikhet.
forskjell,Hva er forskjellen mellom de to?
sammenheng,Det er en klar sammenheng mellom trening og helse.
samsvar,Resultatene er i samsvar med teorien.
overensstemmelse,Det er full overensstemmelse mellom partene.
forskjellighet,Forskjellighet i kulturer er en berikelse.
tilsvarende,Jeg trenger en tilsvarende mengde melk.
analogi,Han brukte en analogi for å forklare det vanskelige konseptet.
forhold,Det er et nært forhold mellom dem.
sammenligne,Vi kan sammenligne de to modellene.
relativ,Prisen er relativt lav.
relativt,Han er relativt fornøyd med resultatet.
likhet,Vi fant en likhet i de to rapportene.
uoverensstemmelse,Det var en liten uoverensstemmelse i tallene.
samsvarende,Funnene var samsvarende med hypotesen.
harmonisk,De lever et harmonisk liv.
symmetrisk,Bygget har en symmetrisk fasade.
usymmetrisk,Formen på steinen var usymmetrisk.
sammenlignelig,De to produktene er sammenlignelige i pris.
ikke-sammenlignbar,Disse dataene er ikke-sammenlignbare.
analogt,De løste problemet analogt med forrige gang.
parallelt,De jobbet parallelt med to prosjekter.
kontrasterende,De brukte kontrasterende farger i maleriet.
evaluere,Vi må evaluere prosjektet ved slutten av måneden.
målestokk,Kartet er tegnet i en målestokk på 1:50 000.
årsak,Hva var årsaken til ulykken?
virkning,Medisinene hadde en god virkning.
effekt,Kampanjen hadde stor effekt på salget.
resultat,Resultatet av testen var positivt.
konsekvens,Manglende planlegging kan få alvorlige konsekvenser.
grunn,Det er ingen god grunn til å være redd.
følge,Suksessen var en følge av hardt arbeid.
respons,Vi venter på en respons fra kundeservice.
reaksjon,Hennes reaksjon var overraskende rolig.
handling,Dette krever rask handling.
hendelse,Bryllupet var en gledelig hendelse.
utfall,Vi venter spent på utfallet av valget.
betingelse,Du får låne bilen på den betingelsen at du fyller bensin.
forbindelse,Han har gode forbindelser i bransjen.
relasjon,De to landene har en sterk relasjon.
kjede,En kjede av hendelser førte til problemet.
sekvens,Følg sekvensen av trinn nøye.
endring,Det er en stor endring i været.
påvirkning,Media har stor påvirkning på folk.
påvirke,Musikken kan sterkt påvirke humøret.
resultere,Dårlig søvn kan resultere i lav energi.
skape,Hun liker å skape kunst med leire.
utløse,Stress kan utløse hodepine.
oppstå,Det kan oppstå en feil i systemet.
kausalitet,Vi studerer kausalitet mellom variabler.
logikk,Bruk sunn logikk for å løse gåten.
begrunnelse,Han ga en god begrunnelse for forslaget.
reaksjonsmåte,Hennes reaksjonsmåte var rolig og profesjonell.
årsaksforhold,Analysen viste et klart årsaksforhold.
årsaksforklaring,Han ga en detaljert årsaksforklaring.
motivasjon,Motivasjon er nøkkelen til suksess.
interaksjon,Interaksjonen mellom elevene var god.
fremkalle,Lukten fremkaller gamle minner.
frembringe,Eksperimentet klarte å frembringe et nytt stoff.
generere,Selskapet klarer å generere mye strøm.
initiere,Hun fikk lov til å initiere prosjektet.
påvirkningskraft,Lederen har stor påvirkningskraft i organisasjonen.
utløser,Sjokoladen var en utløser for allergien hans.
konsekvensfull,Det var en konsekvensfull avgjørelse.
virkningsfull,Medisinen er virkningsfull mot smertene.
hendelsesforløp,Vi diskuterte hendelsesforløpet i detalj.
følgevirkning,Langvarig tørke har alvorlige følgevirkninger.
dominans,Han har en naturlig dominans i gruppen.
utløsning,Forskere studerer utløsning av vulkanutbrudd.
konsekvenskjede,Én feil kan starte en konsekvenskjede.
kjedereaksjon,Det var en kjedereaksjon av små uhell.
ettervirkning,Det er fortsatt ettervirkninger av stormen.
konsekvensanalyse,Vi utførte en konsekvensanalyse før bygging.
effektmål,Hva er effektmålet for dette programmet?
opp,Gå opp trappen.
ned,Ballen falt ned fra bordet.
venstre,Snu til venstre i krysset.
høyre,Hun pekte mot høyre.
frem,Gå frem og si hei.
tilbake,Kom tilbake senere i dag.
inn,Kom inn i varmen.
ut,Gå ut av rommet.
rundt,Vi gikk rundt innsjøen.
langs,Vi kjørte langs kysten.
svinge,Han måtte svinge til siden for å unngå kollisjon.
bøye,Du må bøye deg for å plukke det opp.
strekke,Hun må strekke ut før hun løper.
hoppe,Barnet liker å hoppe i vanndammer.
løpe,Jeg liker å løpe om morgenen.
gå,Vi kan gå til butikken.
springe,Hesten begynte å springe raskt.
krype,Babyen begynte å krype over gulvet.
klatre,De prøvde å klatre opp fjellet.
falle,Vær forsiktig så du ikke faller.
gli,Han var nær ved å gli på isen.
skli,Vi sklidde ned bakken på kjelken.
svømme,Kan du svømme i havet?
fly,Fuglen kan fly høyt.
ro,De rodde båten over vannet.
padle,Vi skal padle kano i helgen.
kjøre,Jeg skal kjøre deg hjem.
bremse,Du må bremse for den røde bilen.
akselerere,Bilen kan akselerere veldig raskt.
stoppe,Vi må stoppe ved rødt lys.
starte,La oss starte møtet nå.
snu,Han måtte snu og gå tilbake.
dreie,Hjulet fortsetter å dreie.
bevege,Du må bevege armen forsiktig.
bevegelse,Han gjorde en rask bevegelse.
bevegelighet,Trening forbedrer bevegeligheten.
retning,I hvilken retning skal vi gå?
kurs,Skipet satte kurs mot sør.
vei,Den raskeste veien er motorveien.
rute,Bussen følger en fast rute.
sti,Vi fulgte den smale stien gjennom skogen.
bane,Toget kjørte på sin egen bane.
diagonalt,Vi gikk diagonalt over plassen.
transportere,De må transportere varene over grensen.
trekke,Hunden liker å trekke i båndet.
dytte,Vi måtte dytte bilen i gang.
dra,Han må dra kofferten etter seg.
løfte,Kan du løfte denne tunge esken?
senke,De måtte senke farten på båten.
fremdrift,Fremdriften i prosjektet er god.
tall,Hva er det høyeste tallet?
noen,Har du noen spørsmål?
mange,Det er mange folk i parken.
få,Bare få personer møtte opp.
alle,Alle kom i tide til festen.
ingen,Det var ingen mat igjen i kjøleskapet.
hver,Hver deltaker fikk en premie.
mer,"Jeg vil ha mer kake, takk."
mindre,Bruk mindre salt i suppen.
mest,Hvem har mest erfaring?
minst,Jeg har minst penger av oss.
halv,Jeg spiste en halv pizza.
del,Dette er en viktig del av planen.
halvpart,Halvparten av elevene var jenter.
tredjedel,Bare en tredjedel av pengene er igjen.
kvart,Jeg tok en kvart av kaken.
flere,Vi må kjøpe flere stoler.
ekstra,Trenger du en ekstra pute?
tilstrekkelig,Har vi tilstrekkelig med mat?
nok,Det er nok melk til frokosten.
for mye,Det er for mye sukker i teen.
for lite,Vi har for lite tid.
altfor,Været er altfor kaldt i dag.
over,Flyet fløy over oss.
under,Katten gjemte seg under sengen.
dobbelt,Prisen er dobbelt så høy nå.
tredobbelt,Han får tredobbelt lønn for overtid.
hel,Han spiste en hel appelsin.
portion,Jeg vil ha en stor portion med ris.
mengde,En stor mengde snø falt i natt.
volum,Vi målte volumet i sylinderen.
kapasitet,Stadionet har en kapasitet på 50 000.
antall,Antallet deltakere økte.
sum,Hva er summen av to pluss tre?
differanse,Finn differansen mellom tallene.
total,Totalt sett var turen en suksess.
gjennomsnitt,Gjennomsnittsalderen er 35 år.
rest,Spis resten av maten din.
overskudd,Selskapet hadde et stort overskudd.
underskudd,Budsjettet viste et lite underskudd.
prosent,Han får ti prosent rabatt.
andel,Hva er din andel av kostnadene?
variasjon,Det er stor variasjon i tilbudet.
deling,Vi feiret med deling av mat og drikke.
multiplikasjon,Multiplikasjon er motsatt av divisjon.
tillegg,Du må betale et lite tillegg for frokost.
reduksjon,Det var en reduksjon i utgiftene.
overflod,De levde i overflod.
knapphet,Det er knapphet på ferskvann.
begrensning,Det er en begrensning på antall billetter.
kvote,Hver fisker får en kvote.
tall,Fem er et partall.
en,Jeg har bare en bok.
to,Hun har to katter.
tre,De var tre venner på tur.
fire,Bordet har fire bein.
fem,Klokken er fem på ettermiddagen.
seks,En uke har seks hverdager.
sju,Nummer sju vant løpet.
åtte,Han er åtte år gammel.
ni,Jeg ser ni fugler på taket.
ti,Det er ti fingre på to hender.
addere,Du må addere tallene for å finne summen.
trekke fra,Vi må trekke fra utgiftene fra inntekten.
multiplisere,Multiplisere fire med to gir åtte.
dividere,Vi må dividere kaken i like store deler.
sum,Summen av regnestykket er ti.
differanse,Differansen mellom dem er tre.
produkt,Produktet av multiplikasjonen er seks.
kvotient,Kvotienten er fire når åtte divideres med to.
brøk,En halv er en brøk.
desimal,"Tallet 0,5 er et desimaltall."
måle,Vi må måle høyden på veggen.
lengde,Lengden på rommet er fem meter.
vekt,Hva er din vekt?
volum,Volumet av boksen er stort.
temperatur,Temperaturen er behagelig i dag.
areal,Arealet av hagen er 200 kvadratmeter.
omkrets,Vi regnet ut omkretsen av sirkelen.
sirkel,Tegn en perfekt sirkel på papiret.
kvadrat,En firkant med fire like sider er et kvadrat.
trekant,Huset har et tak formet som en trekant.
rektangel,Døren er formet som et rektangel.
formel,Bruk riktig formel for utregningen.
ligning,Løs denne matematiske ligningen.
variabel,$x$ er en variabel i denne ligningen.
konstant,$pi$ er en matematisk konstant.
prosent,Prisen har økt med ti prosent.
prosentandel,Hva er prosentandelen av jenter i klassen?
proporsjon,Fargene må blandes i riktig proporsjon.
statistikk,Vi bruker statistikk for å analysere data.
gjennomsnitt,Gjennomsnittet er en viktig verdi.
median,Medianen er midtverdien i settet.
modus,Modus er den hyppigste verdien.
sannsynlighet,Det er lav sannsynlighet for regn.
graf,Tegn en graf for å vise utviklingen.
diagram,Diagrammet viser salgsresultatene.
koordinat,Hva er koordinatene til dette punktet?
tallinje,Vi brukte tallinjen for å forklare subtraksjon.
måleenhet,Meter er en internasjonal måleenhet for lengde.
radius,Radiusen er halvparten av diameteren.
diameter,Diameteren til sirkelen er ti centimeter.
jul,Vi feirer jul i desember.
påske,Påske er en viktig kristen høytid.
nyttår,Godt nyttår til deg og dine!
fest,Vi skal ha en stor fest i helgen.
marked,Jeg kjøpte ferske grønnsaker på markedet.
teater,Vi så et morsomt stykke på teateret.
musikk,Jeg hører på musikk hver dag.
sang,Vi sang en gammel folkesang sammen.
dans,De lærte seg en ny dans.
kultur,Norge har en rik kultur.
tradisjon,Det er en gammel tradisjon å feire Sankthans.
skikk,Det er en hyggelig skikk å gi blomster.
mattradisjon,Pinnekjøtt er en vestnorsk mattradisjon.
bryllup,De feiret sitt bryllup i en gammel låve.
begravelse,"Begravelsen var en trist, men verdig seremoni."
dåp,Barnet skal ha dåp neste måned.
konfirmasjon,Min bror skal ha konfirmasjon til våren.
folkedans,Folkedans er populært i mange land.
folkedrakt,Hun hadde på seg en vakker folkedrakt.
festival,Vi skal på en festival for sjømat.
høytid,Julen er en viktig høytid.
midsommer,I Sverige er midsommer en stor feiring.
Sankthans,Vi feirer Sankthans med et stort bål.
karneval,Karnevalet i Rio er kjent over hele verden.
seremoni,De holdt en rørende seremoni.
ritual,Bønn er et viktig ritual for mange.
kunst,Museet viser moderne kunst.
håndverk,Lærarbeid er et gammelt håndverk.
historie,Vi lærer om norsk historie på skolen.
kulturarv,Bygningen er en del av vår nasjonale kulturarv.
språk,Norsk er mitt morsspråk.
fortelling,Bestemoren leste en spennende fortelling.
legende,Legenden om trollene er kjent i Norge.
myte,Norrøn myte var populær.
eventyr,Han leste et gammelt eventyr for barna.
skikker,De har sine egne sosiale skikker.
folk,Mange folk kom til arrangementet.
identitet,Språket er viktig for ens identitet.
kulturutveksling,De deltok i et program for kulturutveksling.
kulturminne,Gamle stavkirker er viktige kulturminner.
kulturinstitusjon,Operaen er en stor kulturinstitusjon.
museum,Vi besøkte et historisk museum.
bibliotek,Jeg låner bøker på biblioteket.
festivalprogram,Festivalprogrammet inneholder mye god musikk.
feiring,De holdt en stor feiring for jubileet.
parade,17. mai paraden var lang.
samling,Det var en stor samling av mennesker.
arrangement,Konserten var et vellykket arrangement.
markering,Markeringen av frigjøringsdagen var viktig.
kulturell praksis,Jakt er en gammel kulturell praksis.
tradisjonsbevaring,De jobber med tradisjonsbevaring av gamle bygg.
lokal kultur,Vi studerte den lokale kulturen nøye.
fattigdom,De kjemper mot fattigdom i verden.
rikdom,Landet har stor naturrikdom.
kultur,Kultur forteller hvordan folk lever.
tradisjon,Det er en gammel tradisjon i familien.
religion,Kristendom er en stor religion.
utdanning,Alle barn har rett til god utdanning.
helse,God helse er viktig for et godt liv.
bolig,De leier en ny bolig i sentrum.
sosialt,Det er viktig å ha et godt sosialt nettverk.
kriminalitet,Kriminalitet er et alvorlig samfunnsproblem.
vold,De jobber for å redusere vold.
fred,Alle ønsker seg fred i verden.
konflikt,Det oppsto en liten konflikt mellom naboene.
offentlig,Offentlig transport er veldig effektiv.
politikk,Hun er interessert i internasjonal politikk.
demokrati,Norge er et demokrati.
befolkning,Byens befolkning vokser raskt.
samfunn,Vi er alle en del av samfunnet.
likestilling,Likestilling mellom kjønnene er viktig.
ulikhet,Vi må jobbe mot sosial ulikhet.
kjønnsroller,De tradisjonelle kjønnsrollerne er i endring.
migrasjon,Migrasjon er et globalt fenomen.
innvandring,Landet har opplevd økt innvandring.
flyktning,De tok imot mange flyktninger.
arbeidsledighet,Arbeidsledigheten har sunket i det siste.
sosialarbeid,Han studerer sosialarbeid på universitetet.
omsorg,Eldre trenger god omsorg.
velferd,Vi har et godt velferdssystem i Norge.
eldreomsorg,Eldreomsorgen må styrkes.
barnevern,Barnevernet hjelper familier i krise.
kriminalomsorg,Kriminalomsorgen jobber med rehabilitering.
miljøvern,Miljøvern er viktig for fremtiden.
bærekraft,Vi må fokusere på bærekraft.
klima,Klimaet endrer seg raskt.
minoritet,De er en etnisk minoritet i landet.
majoritet,Majoriteten stemte for forslaget.
etnisitet,Hennes etnisitet er spansk.
identitet,Identiteten formes av erfaringer.
kulturarv,Kulturarv må tas vare på for framtiden.
diskriminering,Diskriminering på grunn av alder er ulovlig.
rasisme,Vi må bekjempe rasisme i samfunnet.
menneskerettigheter,Menneskerettigheter gjelder for alle.
ytringsfrihet,Ytringsfrihet er grunnleggende i et demokrati.
fattigdomsbekjempelse,Fattigdomsbekjempelse er et globalt mål.
sosial inkludering,Sosial inkludering er viktig for minoriteter.
toleranse,Vi må vise toleranse for ulike meninger.
solidaritet,De viste solidaritet med de streikende.
frivillighet,Frivillighet er en viktig del av lokalsamfunnet.
frivillig arbeid,Hun gjør mye frivillig arbeid.
urbanisering,Urbanisering fører til at byene vokser.
landsbygd,Han foretrekker å bo på landsbygda.
samfunnsutvikling,Samfunnsutvikling krever politisk vilje.
kirke,Vi besøkte den gamle kirken.
moské,Moskéen er åpen for bønn.
tempel,Det buddhistiske tempelet var vakkert.
synagoge,Jødene feiret sabbat i synagogen.
bønn,Han avsluttet dagen med en stille bønn.
gud,Mange tror på én gud.
tro,Hun har en sterk tro.
åndelighet,Yoga handler om åndelighet og velvære.
prest,Presten holdt en tale i kirken.
imam,Imamen ledet fredagsbønnen.
rabbi,Rabbien underviste i Toraen.
munk,En munk lever et enkelt liv.
nonne,Nonnen jobber på sykehuset.
religion,Kristendom er en stor religion.
religionstilhenger,Han er en dedikert religionstilhenger.
ritual,Bønn er et viktig ritual for mange.
seremoni,De holdt en rørende seremoni.
høytid,Julen er en viktig høytid.
påske,Påske er en viktig kristen høytid.
jul,Vi feirer jul i desember.
ramadan,Under ramadan faster muslimer fra soloppgang til solnedgang.
sabbat,Sabbat er hviledagen i jødedommen.
sjel,Mange tror at mennesket har en sjel.
moral,Han har en sterk moral og etikk.
etikk,Etikk er viktig i medisin.
bønnestund,De møttes til en kort bønnestund.
meditasjon,Jeg bruker meditasjon for å slappe av.
læresetning,Det er en viktig læresetning i kristendommen.
trosbekjennelse,De leste opp sin trosbekjennelse.
skrifter,Gamle skrifter forteller om profeter.
hellig,Jerusalem er en hellig by.
helligdom,De besøkte en gammel helligdom.
bønnematte,Han la ut bønnematten for å be.
gudstjeneste,De gikk i gudstjeneste hver søndag.
menighet,Menigheten samlet seg i kirken.
kloster,De besøkte et gammelt kloster i Italia.
pilgrimsreise,Å reise til Mekka er en pilgrimsreise.
ånd,Hun har en sterk ånd.
offer,De brakte et offer til guden.
sakrament,Dåp er et sakrament i kirken.
dåp,Barnet skal ha dåp neste måned.
nattverd,De deltok i nattverd.
frelse,Håpet om frelse er viktig.
karma,God handling gir god karma.
dharma,Dharma er et sentralt begrep i buddhismen.
meditasjonsøvelse,Hun startet dagen med en meditasjonsøvelse.
trosretning,Det finnes mange ulike trosretninger.
religiøs praksis,Religiøs praksis varierer mellom kulturer.
åndelig praksis,Yoga er en form for åndelig praksis.
trosfellesskap,De samlet seg i et trosfellesskap.
pilegrim,En pilegrim reiser til et hellig sted.
stor,Elefanten er et stort dyr.
liten,Huset er ganske litent.
høy,Bygget er veldig høyt.
lav,Taket er litt lavt.
lang,Filmen var for lang.
kort,Hun har kort hår.
bred,Gaten er veldig bred.
smal,Vi kjørte gjennom en smal gate.
tykk,Han leste en tykk bok.
tynn,Modellen var veldig tynn.
tung,Sekken var for tung.
lett,Fjæren er utrolig lett.
varm,Dagen er veldig varm.
kald,Vannet i sjøen er kaldt.
myk,Putene er veldig myke.
hard,Gulvet er laget av hard stein.
sterk,Han er en sterk mann.
svak,Hun følte seg svak etter sykdommen.
lys,Solen gir lys.
mørk,Rommet er veldig mørkt.
nyanse,Maleren brukte en nyanse av blått.
kontrast,Det er en skarp kontrast mellom lys og skygge.
rund,Ballen er helt rund.
firkant,Vinduet har form som en firkant.
trekantet,Skiltet er trekantet.
skarp,Kniven er veldig skarp.
myk,Trekanten er myk
bølget,Vannet i sjøen er bølget.
spiral,Trappen er formet som en spiral.
polygon,En polygon er en figur med mange sider.
rombe,En rombe er en firkant med like lange sider.
trekantvinkel,Summen av trekantvinkelne er 180 grader.
diagonal,Tegn en diagonal linje fra hjørne til hjørne.
radius,Radiusen er halvparten av diameteren.
diameter,Diameteren til sirkelen er ti centimeter.
rød,Hennes favorittfarge er rød.
blå,Himmelen er blå i dag.
gul,Sola er gul.
grønn,Gresset er grønnt.
svart,Katten er svart og hvit.
hvit,Snøen er hvit.
farge,Blå er min favorittfarge.
linje,Trekk en rett linje på arket.
punkt,Start fra dette punktet.
form,Kuben har en perfekt form.
sirkel,Tegn en stor sirkel.
kvadrat,Bordet er formet som et kvadrat.
trekant,Pizzaen er delt i trekanter.
rektangel,Døren har form som et rektangel.
oval,Egget har en oval form.
ellipse,Månens bane er en ellipse.
oransje,Gresskaret er oransje.
lilla,Jeg liker den lilla genseren.
rosa,Blomstene er rosa.
brun,Sjokolade er brun.
grå,Himmelen er grå i dag.
kontrast,Det er en sterk kontrast mellom svart og hvit.
stjerne,Jeg så en lys stjerne på himmelen.
diamant,Ringen har en stor diamant.
hjerte,Jeg tegnet et hjerte på kortet.
kryss,Sett et kryss i riktig boks.
pil,Pilen peker mot venstre.
kant,Vær forsiktig med den skarpe kanten.
hjørne,Sett bordet i hjørnet av rommet.
mønster,Tapetet har et fint mønster.
sirkelbue,Vi målte sirkelbuen på figuren.
sektor,En pizza er delt i sektorer.
kvadratmeter,Leiligheten er 50 kvadratmeter.
geometrisk,Geometrisk form er viktig i design.
symmetri,Symmetri i naturen er vakkert.
asymmetri,Maleriet har bevisst asymmetri.
rund,Tellus er rund.
firkant,Et vindu kan være en firkant.
trekantet,Seilet er trekantet.
skarp,Kniven er veldig skarp.
myk,Sanden på stranden var myk.
bølget,Vannet i sjøen er bølget.
spiral,Trappen er formet som en spiral.
polygon,En polygon er en figur med mange sider.
rombe,Romben har fire like lange sider.
trekantvinkel,En trekantvinkel er en vinkel i en trekant.
diagonal,Tegn en diagonal linje over kvadratet.
radius,Radiusen i sirkelen er fem cm.
diameter,Diameteren er dobbelt så lang som radius.
rett,Alle har rett til en rettferdig rettssak.
plikt,Vi har en plikt til å hjelpe andre.
makt,Han har stor politisk makt.
autoritet,Læreren har autoritet i klasserommet.
ære,Det var en ære å møte henne.
skam,Han følte stor skam over feilen.
lykke,Jeg ønsker deg all lykke i livet.
sorg,De delte sin dype sorg.
fred,Vi ønsker fred i verden.
krig,De håper krigen snart er over.
håp,Det er fortsatt håp om bedring.
frykt,Mørket gir meg frykt.
mot,Hun viste stort mot i møte med fare.
ærlighet,Ærlighet varer lengst.
tillit,De har full tillit til lederen.
respekt,Du må vise respekt for eldre.
lojalitet,Han har vist stor lojalitet til bedriften.
ansvar,Jeg har ansvar for prosjektet.
trofasthet,Trofasthet er en viktig egenskap.
solidaritet,Vi må vise solidaritet med de svakeste.
toleranse,Toleranse er nødvendig for å leve sammen.
samarbeid,Samarbeid er nøkkelen til suksess.
verdighet,Alle mennesker har krav på verdighet.
ydmykhet,Ydmykhet er en sjelden dyd.
stolthet,Han følte stolthet over datterens prestasjon.
integritet,Hun har høy personlig integritet.
likhet,Vi jobber for likhet mellom alle.
ulikhet,Sosial ulikhet er et problem.
rettferdig,Dommen var rettferdig.
urettferdig,Behandlingen var urettferdig.
velstand,Landet lever i stor velstand.
fattigdom,Vi må bekjempe global fattigdom.
frihet,Frihet er viktig for alle borgere.
sannhet,Vi søker etter sannheten i saken.
rettferdighet,Rettferdighet er grunnleggende i loven.
kjærlighet,Kjærlighet er den sterkeste følelsen.
moral,De diskuterte moralske spørsmål.
etikk,Etikk er læren om rett og galt.
tro,Min tro gir meg styrke.
ånd,Hun har en sterk og fri ånd.
sjel,Noen tror sjelen lever videre etter døden.
bevissthet,Han mistet bevisstheten etter fallet.
kunnskap,Kunnskap er makt.
visdom,Alder gir ofte visdom.
intelligens,Hun har en imponerende intelligens.
skjønnhet,Fjellene har en utrolig skjønnhet.
sannsynlighet,Sannsynligheten for regn er høy.
urett,Det var en stor urett mot ham.
er,Han er min venn.
finnes,Det finnes mange typer sopp i skogen.
tilstede,Hun var tilstede på møtet.
lever,Han lever et sunt liv.
dør,Blomstene dør om vinteren.
vedvarer,Problemet vedvarer til tross for innsats.
oppstår,En ny mulighet oppstår ofte.
forblir,Huset forblir tomt i lang tid.
forsvinner,Nøkkelen forsvinner alltid.
eksisterer,Alle vet at solen eksisterer.
eksisterende,Vi må forbedre de eksisterende systemene.
ikke-eksisterende,En enhjørning er et ikke-eksisterende dyr.
tilstand,Huset er i god tilstand.
situasjon,Vi må vurdere den aktuelle situasjonen.
realitet,Det er den harde realiteten.
virkelighet,Filmen reflekterer virkeligheten.
liv,Hun har et lykkelig liv.
død,Død er en naturlig del av livet.
overlevelse,Overlevelse i villmarken er vanskelig.
eksistens,Han tvilte på sin egen eksistens.
tilstedeværelse,Hennes rolige tilstedeværelse var beroligende.
nærvær,Vi setter pris på ditt nærvær.
fravær,Hans fravær ble lagt merke til.
levende,Fisken er fortsatt levende.
døende,Planten var døende etter tørken.
midlertidig,Løsningen er bare midlertidig.
permanent,Tatoveringen er permanent.
konstant,Temperaturen holdt seg konstant.
skiftende,Været er skiftende i Norge.
endring,Vi ønsker en positiv endring.
utvikling,Utviklingen av prosjektet går bra.
stabilitet,Landet trenger politisk stabilitet.
ubalanse,Det er en ubalanse i økosystemet.
fenomen,Global oppvarming er et alvorlig fenomen.
subjekt,Setningen har et subjekt og et predikat.
objekt,Han betraktet det rare objektet.
entitet,Selskapet er en uavhengig entitet.
substans,Den ukjente substansen ble analysert.
kvalitet,Vi legger vekt på god kvalitet.
karakter,Hun har en sterk karakter.
essens,Essensen i problemet er kommunikasjon.
natur,Vi må beskytte naturen.
status,Hva er statusen på søknaden min?
posisjon,Han har en viktig posisjon i bedriften.
dimensjon,Tid er den fjerde dimensjonen.
tilværelse,Jeg setter pris på min enkle tilværelse.
virke,Han har et viktig virke som lærer.
funksjon,Hva er funksjonen til denne knappen?
aktivitet,Han deltar i mange fritidsaktiviteter.
passivitet,Passivitet løser ingen problemer.
transformasjon,Selskapet gjennomgår en digital transformasjon.
mangler,Det mangler melk i kjøleskapet.
spise,Vi skal spise middag klokken fem.
drikke,Jeg vil gjerne drikke et glass vann.
ta,Kan du ta den boken for meg?
holde,Jeg kan holde vesken din.
klemme,Han ga meg en god klemme.
smake,Vil du smake på kaken?
lukte,Blomstene lukter fantastisk.
føle,Jeg kan føle varmen fra solen.
gripe,Du må gripe sjansen når du får den.
åpne,Kan du åpne vinduet?
lukke,Husk å lukke døren.
hente,Jeg skal hente barna på skolen.
dele,Vi må dele på utgiftene.
røre,Ikke røre den varme platen!
bruke,Vi må bruke mindre strøm.
berøre,Han turte ikke berøre det gamle maleriet.
inhalere,Vi må inhalere frisk luft.
puste,Ta deg tid til å puste dypt.
tygge,Du må tygge maten godt.
sluke,Jeg måtte sluke maten i all hast.
binde,Hun måtte binde fast båten.
rive,Ikke rive i stykker papiret.
servere,De skal servere laks til middag.
tilby,Vi kan tilby deg en ny stilling.
dra,Vi må dra tidlig i morgen.
skyve,Vi måtte skyve bilen ut av snøen.
klappe,Barnet liker å klappe katten.
samle,Vi skal samle inn penger til veldedighet.
ta på,Ikke ta på de våte maleriene.
male,Hun liker å male landskaper.
tegne,Kan du tegne et kart for meg?
bygge,De skal bygge et nytt hus.
designe,Han skal designe logoen.
skrive,Jeg må skrive en viktig e-post.
sy,Jeg lærer å sy min egen kjole.
lage,Vi skal lage middag sammen.
forme,Skulptøren kan forme leire til vakre figurer.
konstruere,De skal konstruere en ny bro.
skape,Hun ønsker å skape noe unikt.
dekorere,Vi skal dekorere rommet til jul.
planlegge,Vi må planlegge turen nøye.
improvisere,Musikeren liker å improvisere på scenen.
veve,Hun lærte å veve tepper.
hugge,De måtte hugge ned et gammelt tre.
støpe,Vi skal støpe fundamentet i betong.
smi,Smeden kan smi jern til verktøy.
lage musikk,Han liker å lage musikk på fritiden.
komponere,Han skal komponere et nytt stykke for orkesteret.
fotografere,Jeg elsker å fotografere naturen.
filme,De skal filme en ny reklame.
animere,Det tar tid å animere en hel film.
programmere,Hun lærer å programmere i Python.
restaurere,De skal restaurere den gamle kirken.
modellere,Arkitekten brukte leire for å modellere bygget.
skrive dikt,Han liker å skrive dikt om kjærlighet.
koreografere,Hun skal koreografere en ny ballett.
tegne kart,Vi må tegne kart over området.
designe klær,Hun elsker å designe klær for motevisninger.
lage smykker,Han bruker sølv til å lage smykker.
